reason_id,source_work_id,target_work_id,reason_kind,entity_id,relation_id,transition_id,event_id,event_occurrence_id,source_continuity_id,destination_continuity_id,participant_fact_ids,support_fact_ids,appearance_kinds,verification_statuses,certainty_values,notes
reason-the-avengers-2012-agents-of-s-h-i-e-l-d-20132020-explicit-relation-work-relation-the-avengers-2012-agents-of-s-h-i-e-l-d-20132020-world-lore,the-avengers-2012,agents-of-s-h-i-e-l-d-20132020,explicit_relation,,work-relation-the-avengers-2012-agents-of-s-h-i-e-l-d-20132020-world-lore,,,,,,,work-relation-the-avengers-2012-agents-of-s-h-i-e-l-d-20132020-world-lore,,legacy_seed,probable,world_lore; world_lore; indirect
reason-the-avengers-2012-avengers-age-of-ultron-2015-explicit-relation-work-relation-the-avengers-2012-avengers-age-of-ultron-2015-sequel,the-avengers-2012,avengers-age-of-ultron-2015,explicit_relation,,work-relation-the-avengers-2012-avengers-age-of-ultron-2015-sequel,,,,,,,work-relation-the-avengers-2012-avengers-age-of-ultron-2015-sequel,,source_verified,probable,sequel; story; direct
reason-the-avengers-2012-avengers-age-of-ultron-2015-shared-entity-entity-x-50a34df778,the-avengers-2012,avengers-age-of-ultron-2015,shared_entity,entity-x-50a34df778,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-50a34df778|appearance-the-avengers-2012-entity-x-50a34df778,unknown,legacy_seed,unknown,
reason-the-avengers-2012-avengers-age-of-ultron-2015-shared-entity-entity-x-5a2ee964f0,the-avengers-2012,avengers-age-of-ultron-2015,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-5a2ee964f0|appearance-the-avengers-2012-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-the-avengers-2012-avengers-age-of-ultron-2015-shared-entity-entity-x-605a05a114,the-avengers-2012,avengers-age-of-ultron-2015,shared_entity,entity-x-605a05a114,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-605a05a114|appearance-the-avengers-2012-entity-x-605a05a114,unknown,legacy_seed,unknown,
reason-the-avengers-2012-avengers-age-of-ultron-2015-shared-entity-entity-x-7250204b23,the-avengers-2012,avengers-age-of-ultron-2015,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-7250204b23|appearance-the-avengers-2012-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-the-avengers-2012-avengers-age-of-ultron-2015-shared-entity-entity-x-927d19aa0b,the-avengers-2012,avengers-age-of-ultron-2015,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-927d19aa0b|appearance-the-avengers-2012-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-the-avengers-2012-avengers-age-of-ultron-2015-shared-entity-entity-x-f2dcf7c7cc,the-avengers-2012,avengers-age-of-ultron-2015,shared_entity,entity-x-f2dcf7c7cc,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-f2dcf7c7cc|appearance-the-avengers-2012-entity-x-f2dcf7c7cc,unknown,legacy_seed,unknown,
reason-the-avengers-2012-avengers-doomsday-2026-12-18-shared-entity-entity-x-7250204b23,the-avengers-2012,avengers-doomsday-2026-12-18,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-doomsday-2026-12-18-entity-x-7250204b23|appearance-the-avengers-2012-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-the-avengers-2012-avengers-endgame-2019-shared-entity-entity-x-50a34df778,the-avengers-2012,avengers-endgame-2019,shared_entity,entity-x-50a34df778,,,,,,,,appearance-avengers-endgame-2019-entity-x-50a34df778|appearance-the-avengers-2012-entity-x-50a34df778,unknown,legacy_seed,unknown,
reason-the-avengers-2012-avengers-endgame-2019-shared-entity-entity-x-5a2ee964f0,the-avengers-2012,avengers-endgame-2019,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-avengers-endgame-2019-entity-x-5a2ee964f0|appearance-the-avengers-2012-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-the-avengers-2012-avengers-endgame-2019-shared-entity-entity-x-605a05a114,the-avengers-2012,avengers-endgame-2019,shared_entity,entity-x-605a05a114,,,,,,,,appearance-avengers-endgame-2019-entity-x-605a05a114|appearance-the-avengers-2012-entity-x-605a05a114,unknown,legacy_seed,unknown,
reason-the-avengers-2012-avengers-endgame-2019-shared-entity-entity-x-7250204b23,the-avengers-2012,avengers-endgame-2019,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-endgame-2019-entity-x-7250204b23|appearance-the-avengers-2012-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-the-avengers-2012-avengers-endgame-2019-shared-entity-entity-x-927d19aa0b,the-avengers-2012,avengers-endgame-2019,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-avengers-endgame-2019-entity-x-927d19aa0b|appearance-the-avengers-2012-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-the-avengers-2012-avengers-endgame-2019-shared-entity-entity-x-f2dcf7c7cc,the-avengers-2012,avengers-endgame-2019,shared_entity,entity-x-f2dcf7c7cc,,,,,,,,appearance-avengers-endgame-2019-entity-x-f2dcf7c7cc|appearance-the-avengers-2012-entity-x-f2dcf7c7cc,unknown,legacy_seed,unknown,
reason-the-avengers-2012-avengers-infinity-war-2018-shared-entity-entity-x-50a34df778,the-avengers-2012,avengers-infinity-war-2018,shared_entity,entity-x-50a34df778,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-50a34df778|appearance-the-avengers-2012-entity-x-50a34df778,unknown,legacy_seed,unknown,
reason-the-avengers-2012-avengers-infinity-war-2018-shared-entity-entity-x-55e230260e,the-avengers-2012,avengers-infinity-war-2018,shared_entity,entity-x-55e230260e,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-55e230260e|appearance-the-avengers-2012-entity-x-55e230260e,unknown,legacy_seed,unknown,
reason-the-avengers-2012-avengers-infinity-war-2018-shared-entity-entity-x-5a2ee964f0,the-avengers-2012,avengers-infinity-war-2018,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-5a2ee964f0|appearance-the-avengers-2012-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-the-avengers-2012-avengers-infinity-war-2018-shared-entity-entity-x-7250204b23,the-avengers-2012,avengers-infinity-war-2018,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-7250204b23|appearance-the-avengers-2012-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-the-avengers-2012-avengers-infinity-war-2018-shared-entity-entity-x-927d19aa0b,the-avengers-2012,avengers-infinity-war-2018,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-927d19aa0b|appearance-the-avengers-2012-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-the-avengers-2012-avengers-infinity-war-2018-shared-entity-entity-x-f2dcf7c7cc,the-avengers-2012,avengers-infinity-war-2018,shared_entity,entity-x-f2dcf7c7cc,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-f2dcf7c7cc|appearance-the-avengers-2012-entity-x-f2dcf7c7cc,unknown,legacy_seed,unknown,
reason-the-avengers-2012-black-widow-2021-shared-entity-entity-x-927d19aa0b,the-avengers-2012,black-widow-2021,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-black-widow-2021-entity-x-927d19aa0b|appearance-the-avengers-2012-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-the-avengers-2012-captain-america-civil-war-2016-shared-entity-entity-x-5a2ee964f0,the-avengers-2012,captain-america-civil-war-2016,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-captain-america-civil-war-2016-entity-x-5a2ee964f0|appearance-the-avengers-2012-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-the-avengers-2012-captain-america-civil-war-2016-shared-entity-entity-x-605a05a114,the-avengers-2012,captain-america-civil-war-2016,shared_entity,entity-x-605a05a114,,,,,,,,appearance-captain-america-civil-war-2016-entity-x-605a05a114|appearance-the-avengers-2012-entity-x-605a05a114,unknown,legacy_seed,unknown,
reason-the-avengers-2012-captain-america-civil-war-2016-shared-entity-entity-x-927d19aa0b,the-avengers-2012,captain-america-civil-war-2016,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-captain-america-civil-war-2016-entity-x-927d19aa0b|appearance-the-avengers-2012-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-the-avengers-2012-captain-america-civil-war-2016-shared-entity-entity-x-f2dcf7c7cc,the-avengers-2012,captain-america-civil-war-2016,shared_entity,entity-x-f2dcf7c7cc,,,,,,,,appearance-captain-america-civil-war-2016-entity-x-f2dcf7c7cc|appearance-the-avengers-2012-entity-x-f2dcf7c7cc,unknown,legacy_seed,unknown,
reason-the-avengers-2012-captain-america-the-winter-soldier-2014-explicit-relation-work-relation-the-avengers-2012-captain-america-the-winter-soldier-2014-world-lore,the-avengers-2012,captain-america-the-winter-soldier-2014,explicit_relation,,work-relation-the-avengers-2012-captain-america-the-winter-soldier-2014-world-lore,,,,,,,work-relation-the-avengers-2012-captain-america-the-winter-soldier-2014-world-lore,,legacy_seed,probable,world_lore; crossover; indirect
reason-the-avengers-2012-captain-america-the-winter-soldier-2014-shared-entity-entity-x-927d19aa0b,the-avengers-2012,captain-america-the-winter-soldier-2014,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-captain-america-the-winter-soldier-2014-entity-x-927d19aa0b|appearance-the-avengers-2012-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-the-avengers-2012-captain-america-the-winter-soldier-2014-shared-entity-entity-x-f2dcf7c7cc,the-avengers-2012,captain-america-the-winter-soldier-2014,shared_entity,entity-x-f2dcf7c7cc,,,,,,,,appearance-captain-america-the-winter-soldier-2014-entity-x-f2dcf7c7cc|appearance-the-avengers-2012-entity-x-f2dcf7c7cc,unknown,legacy_seed,unknown,
reason-the-avengers-2012-hawkeye-2021-shared-entity-entity-x-605a05a114,the-avengers-2012,hawkeye-2021,shared_entity,entity-x-605a05a114,,,,,,,,appearance-hawkeye-2021-entity-x-605a05a114|appearance-the-avengers-2012-entity-x-605a05a114,unknown,legacy_seed,unknown,
reason-the-avengers-2012-iron-man-3-2013-explicit-relation-work-relation-the-avengers-2012-iron-man-3-2013-aftermath,the-avengers-2012,iron-man-3-2013,explicit_relation,,work-relation-the-avengers-2012-iron-man-3-2013-aftermath,,,,,,,work-relation-the-avengers-2012-iron-man-3-2013-aftermath,,legacy_seed,probable,aftermath; story; indirect
