reason_id,source_work_id,target_work_id,reason_kind,entity_id,relation_id,transition_id,event_id,event_occurrence_id,source_continuity_id,destination_continuity_id,participant_fact_ids,support_fact_ids,appearance_kinds,verification_statuses,certainty_values,notes
reason-hawkeye-2021-echo-2024-shared-entity-entity-x-b42511d738,hawkeye-2021,echo-2024,shared_entity,entity-x-b42511d738,,,,,,,,appearance-echo-2024-entity-x-b42511d738|appearance-hawkeye-2021-entity-x-b42511d738,unknown,legacy_seed,unknown,
reason-hawkeye-2021-the-marvels-2023-shared-entity-entity-x-513bb16625,hawkeye-2021,the-marvels-2023,shared_entity,entity-x-513bb16625,,,,,,,,appearance-hawkeye-2021-entity-x-513bb16625|appearance-the-marvels-2023-entity-x-513bb16625,unknown,legacy_seed,unknown,
reason-hawkeye-2021-thunderbolts-new-avengers-2025-shared-entity-entity-x-3cfb930336,hawkeye-2021,thunderbolts-new-avengers-2025,shared_entity,entity-x-3cfb930336,,,,,,,,appearance-hawkeye-2021-entity-x-3cfb930336|appearance-thunderbolts-new-avengers-2025-entity-x-3cfb930336,unknown,legacy_seed,unknown,
reason-i-am-groot-s1-2022-i-am-groot-s2-2023-explicit-relation-work-relation-i-am-groot-s1-2022-i-am-groot-s2-2023-sequel,i-am-groot-s1-2022,i-am-groot-s2-2023,explicit_relation,,work-relation-i-am-groot-s1-2022-i-am-groot-s2-2023-sequel,,,,,,,work-relation-i-am-groot-s1-2022-i-am-groot-s2-2023-sequel,,legacy_seed,probable,sequel; story; strong
reason-inhumans-2017-doctor-strange-in-the-multiverse-of-madness-2022-explicit-relation-work-relation-inhumans-2017-doctor-strange-in-the-multiverse-of-madness-2022-variant-callback,inhumans-2017,doctor-strange-in-the-multiverse-of-madness-2022,explicit_relation,,work-relation-inhumans-2017-doctor-strange-in-the-multiverse-of-madness-2022-variant-callback,,,,,,,work-relation-inhumans-2017-doctor-strange-in-the-multiverse-of-madness-2022-variant-callback,,source_verified,confirmed,variant_callback; variant_meta; proxy
reason-iron-fist-s1-2017-iron-fist-s2-2018-explicit-relation-work-relation-iron-fist-s1-2017-iron-fist-s2-2018-sequel,iron-fist-s1-2017,iron-fist-s2-2018,explicit_relation,,work-relation-iron-fist-s1-2017-iron-fist-s2-2018-sequel,,,,,,,work-relation-iron-fist-s1-2017-iron-fist-s2-2018-sequel,,legacy_seed,confirmed,sequel; story; direct
reason-iron-fist-s1-2017-the-defenders-2017-explicit-relation-work-relation-iron-fist-s1-2017-the-defenders-2017-crossover,iron-fist-s1-2017,the-defenders-2017,explicit_relation,,work-relation-iron-fist-s1-2017-the-defenders-2017-crossover,,,,,,,work-relation-iron-fist-s1-2017-the-defenders-2017-crossover,,legacy_seed,probable,crossover; crossover; direct
reason-iron-man-2-2010-a-funny-thing-happened-on-the-way-to-thor-s-hammer-2011-explicit-relation-work-relation-iron-man-2-2010-a-funny-thing-happened-on-the-way-to-thor-s-hammer-2011-story-link,iron-man-2-2010,a-funny-thing-happened-on-the-way-to-thor-s-hammer-2011,explicit_relation,,work-relation-iron-man-2-2010-a-funny-thing-happened-on-the-way-to-thor-s-hammer-2011-story-link,,,,,,,work-relation-iron-man-2-2010-a-funny-thing-happened-on-the-way-to-thor-s-hammer-2011-story-link,,legacy_seed,probable,story_link; story; indirect
reason-iron-man-2-2010-avengers-age-of-ultron-2015-shared-entity-entity-x-5a2ee964f0,iron-man-2-2010,avengers-age-of-ultron-2015,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-5a2ee964f0|appearance-iron-man-2-2010-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-iron-man-2-2010-avengers-age-of-ultron-2015-shared-entity-entity-x-927d19aa0b,iron-man-2-2010,avengers-age-of-ultron-2015,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-927d19aa0b|appearance-iron-man-2-2010-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-iron-man-2-2010-avengers-endgame-2019-shared-entity-entity-x-5a2ee964f0,iron-man-2-2010,avengers-endgame-2019,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-avengers-endgame-2019-entity-x-5a2ee964f0|appearance-iron-man-2-2010-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-iron-man-2-2010-avengers-endgame-2019-shared-entity-entity-x-927d19aa0b,iron-man-2-2010,avengers-endgame-2019,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-avengers-endgame-2019-entity-x-927d19aa0b|appearance-iron-man-2-2010-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-iron-man-2-2010-avengers-infinity-war-2018-shared-entity-entity-x-5a2ee964f0,iron-man-2-2010,avengers-infinity-war-2018,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-5a2ee964f0|appearance-iron-man-2-2010-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-iron-man-2-2010-avengers-infinity-war-2018-shared-entity-entity-x-927d19aa0b,iron-man-2-2010,avengers-infinity-war-2018,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-927d19aa0b|appearance-iron-man-2-2010-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-iron-man-2-2010-black-widow-2021-shared-entity-entity-x-927d19aa0b,iron-man-2-2010,black-widow-2021,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-black-widow-2021-entity-x-927d19aa0b|appearance-iron-man-2-2010-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-iron-man-2-2010-captain-america-civil-war-2016-shared-entity-entity-x-5a2ee964f0,iron-man-2-2010,captain-america-civil-war-2016,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-captain-america-civil-war-2016-entity-x-5a2ee964f0|appearance-iron-man-2-2010-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-iron-man-2-2010-captain-america-civil-war-2016-shared-entity-entity-x-927d19aa0b,iron-man-2-2010,captain-america-civil-war-2016,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-captain-america-civil-war-2016-entity-x-927d19aa0b|appearance-iron-man-2-2010-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-iron-man-2-2010-captain-america-the-winter-soldier-2014-shared-entity-entity-x-927d19aa0b,iron-man-2-2010,captain-america-the-winter-soldier-2014,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-captain-america-the-winter-soldier-2014-entity-x-927d19aa0b|appearance-iron-man-2-2010-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-iron-man-2-2010-iron-man-3-2013-explicit-relation-work-relation-iron-man-2-2010-iron-man-3-2013-sequel,iron-man-2-2010,iron-man-3-2013,explicit_relation,,work-relation-iron-man-2-2010-iron-man-3-2013-sequel,,,,,,,work-relation-iron-man-2-2010-iron-man-3-2013-sequel,,legacy_seed,confirmed,sequel; story; direct
reason-iron-man-2-2010-iron-man-3-2013-shared-entity-entity-x-5a2ee964f0,iron-man-2-2010,iron-man-3-2013,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-iron-man-2-2010-entity-x-5a2ee964f0|appearance-iron-man-3-2013-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-iron-man-2-2010-spider-man-homecoming-2017-shared-entity-entity-x-5a2ee964f0,iron-man-2-2010,spider-man-homecoming-2017,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-iron-man-2-2010-entity-x-5a2ee964f0|appearance-spider-man-homecoming-2017-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-iron-man-2-2010-the-avengers-2012-explicit-relation-work-relation-iron-man-2-2010-the-avengers-2012-crossover,iron-man-2-2010,the-avengers-2012,explicit_relation,,work-relation-iron-man-2-2010-the-avengers-2012-crossover,,,,,,,work-relation-iron-man-2-2010-the-avengers-2012-crossover,,legacy_seed,probable,crossover; crossover; indirect
reason-iron-man-2-2010-the-avengers-2012-shared-entity-entity-x-5a2ee964f0,iron-man-2-2010,the-avengers-2012,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-iron-man-2-2010-entity-x-5a2ee964f0|appearance-the-avengers-2012-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-iron-man-2-2010-the-avengers-2012-shared-entity-entity-x-927d19aa0b,iron-man-2-2010,the-avengers-2012,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-iron-man-2-2010-entity-x-927d19aa0b|appearance-the-avengers-2012-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-iron-man-2-2010-thor-2011-explicit-relation-work-relation-iron-man-2-2010-thor-2011-world-lore,iron-man-2-2010,thor-2011,explicit_relation,,work-relation-iron-man-2-2010-thor-2011-world-lore,,,,,,,work-relation-iron-man-2-2010-thor-2011-world-lore,,legacy_seed,probable,world_lore; world_lore; indirect
reason-iron-man-2008-avengers-age-of-ultron-2015-shared-entity-entity-x-5a2ee964f0,iron-man-2008,avengers-age-of-ultron-2015,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-5a2ee964f0|appearance-iron-man-2008-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-iron-man-2008-avengers-endgame-2019-shared-entity-entity-x-5a2ee964f0,iron-man-2008,avengers-endgame-2019,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-avengers-endgame-2019-entity-x-5a2ee964f0|appearance-iron-man-2008-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-iron-man-2008-avengers-infinity-war-2018-shared-entity-entity-x-5a2ee964f0,iron-man-2008,avengers-infinity-war-2018,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-5a2ee964f0|appearance-iron-man-2008-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-iron-man-2008-captain-america-civil-war-2016-shared-entity-entity-x-5a2ee964f0,iron-man-2008,captain-america-civil-war-2016,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-captain-america-civil-war-2016-entity-x-5a2ee964f0|appearance-iron-man-2008-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-iron-man-2008-iron-man-2-2010-explicit-relation-work-relation-iron-man-2008-iron-man-2-2010-sequel,iron-man-2008,iron-man-2-2010,explicit_relation,,work-relation-iron-man-2008-iron-man-2-2010-sequel,,,,,,,work-relation-iron-man-2008-iron-man-2-2010-sequel,,source_verified,confirmed,sequel; story; direct
reason-iron-man-2008-iron-man-2-2010-shared-entity-entity-x-5a2ee964f0,iron-man-2008,iron-man-2-2010,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-iron-man-2-2010-entity-x-5a2ee964f0|appearance-iron-man-2008-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-iron-man-2008-iron-man-3-2013-shared-entity-entity-x-5a2ee964f0,iron-man-2008,iron-man-3-2013,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-iron-man-2008-entity-x-5a2ee964f0|appearance-iron-man-3-2013-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-iron-man-2008-spider-man-homecoming-2017-shared-entity-entity-x-5a2ee964f0,iron-man-2008,spider-man-homecoming-2017,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-iron-man-2008-entity-x-5a2ee964f0|appearance-spider-man-homecoming-2017-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-iron-man-2008-the-avengers-2012-shared-entity-entity-x-5a2ee964f0,iron-man-2008,the-avengers-2012,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-iron-man-2008-entity-x-5a2ee964f0|appearance-the-avengers-2012-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-iron-man-3-2013-all-hail-the-king-2014-explicit-relation-work-relation-iron-man-3-2013-all-hail-the-king-2014-sequel,iron-man-3-2013,all-hail-the-king-2014,explicit_relation,,work-relation-iron-man-3-2013-all-hail-the-king-2014-sequel,,,,,,,work-relation-iron-man-3-2013-all-hail-the-king-2014-sequel,,legacy_seed,probable,sequel; story; indirect
reason-iron-man-3-2013-avengers-age-of-ultron-2015-explicit-relation-work-relation-iron-man-3-2013-avengers-age-of-ultron-2015-story-link,iron-man-3-2013,avengers-age-of-ultron-2015,explicit_relation,,work-relation-iron-man-3-2013-avengers-age-of-ultron-2015-story-link,,,,,,,work-relation-iron-man-3-2013-avengers-age-of-ultron-2015-story-link,,legacy_seed,probable,story_link; story; indirect
reason-iron-man-3-2013-avengers-age-of-ultron-2015-shared-entity-entity-x-5a2ee964f0,iron-man-3-2013,avengers-age-of-ultron-2015,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-5a2ee964f0|appearance-iron-man-3-2013-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-iron-man-3-2013-avengers-endgame-2019-shared-entity-entity-x-5a2ee964f0,iron-man-3-2013,avengers-endgame-2019,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-avengers-endgame-2019-entity-x-5a2ee964f0|appearance-iron-man-3-2013-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-iron-man-3-2013-avengers-infinity-war-2018-shared-entity-entity-x-5a2ee964f0,iron-man-3-2013,avengers-infinity-war-2018,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-5a2ee964f0|appearance-iron-man-3-2013-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-iron-man-3-2013-captain-america-civil-war-2016-shared-entity-entity-x-5a2ee964f0,iron-man-3-2013,captain-america-civil-war-2016,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-captain-america-civil-war-2016-entity-x-5a2ee964f0|appearance-iron-man-3-2013-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-iron-man-3-2013-spider-man-homecoming-2017-shared-entity-entity-x-5a2ee964f0,iron-man-3-2013,spider-man-homecoming-2017,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-iron-man-3-2013-entity-x-5a2ee964f0|appearance-spider-man-homecoming-2017-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-jessica-jones-s1-2015-jessica-jones-s2-2018-explicit-relation-work-relation-jessica-jones-s1-2015-jessica-jones-s2-2018-sequel,jessica-jones-s1-2015,jessica-jones-s2-2018,explicit_relation,,work-relation-jessica-jones-s1-2015-jessica-jones-s2-2018-sequel,,,,,,,work-relation-jessica-jones-s1-2015-jessica-jones-s2-2018-sequel,,legacy_seed,confirmed,sequel; story; direct
reason-jessica-jones-s1-2015-the-defenders-2017-explicit-relation-work-relation-jessica-jones-s1-2015-the-defenders-2017-crossover,jessica-jones-s1-2015,the-defenders-2017,explicit_relation,,work-relation-jessica-jones-s1-2015-the-defenders-2017-crossover,,,,,,,work-relation-jessica-jones-s1-2015-the-defenders-2017-crossover,,legacy_seed,probable,crossover; crossover; direct
reason-jessica-jones-s2-2018-jessica-jones-s3-2019-explicit-relation-work-relation-jessica-jones-s2-2018-jessica-jones-s3-2019-sequel,jessica-jones-s2-2018,jessica-jones-s3-2019,explicit_relation,,work-relation-jessica-jones-s2-2018-jessica-jones-s3-2019-sequel,,,,,,,work-relation-jessica-jones-s2-2018-jessica-jones-s3-2019-sequel,,legacy_seed,confirmed,sequel; story; direct
reason-logan-2017-deadpool-wolverine-2024-explicit-relation-work-relation-logan-2017-deadpool-wolverine-2024-story-link,logan-2017,deadpool-wolverine-2024,explicit_relation,,work-relation-logan-2017-deadpool-wolverine-2024-story-link,,,,,,,work-relation-logan-2017-deadpool-wolverine-2024-story-link,,source_verified,confirmed,story_link; story; direct
reason-loki-s1-2021-loki-s2-2023-explicit-relation-work-relation-loki-s1-2021-loki-s2-2023-sequel,loki-s1-2021,loki-s2-2023,explicit_relation,,work-relation-loki-s1-2021-loki-s2-2023-sequel,,,,,,,work-relation-loki-s1-2021-loki-s2-2023-sequel,,source_verified,confirmed,sequel; story; direct
reason-loki-s1-2021-loki-s2-2023-shared-entity-entity-x-55e230260e,loki-s1-2021,loki-s2-2023,shared_entity,entity-x-55e230260e,,,,,,,,appearance-loki-s1-2021-entity-x-55e230260e|appearance-loki-s2-2023-entity-x-55e230260e,unknown,legacy_seed,unknown,
reason-loki-s2-2023-deadpool-wolverine-2024-explicit-relation-work-relation-loki-s2-2023-deadpool-wolverine-2024-crossover,loki-s2-2023,deadpool-wolverine-2024,explicit_relation,,work-relation-loki-s2-2023-deadpool-wolverine-2024-crossover,,,,,,,work-relation-loki-s2-2023-deadpool-wolverine-2024-crossover,,source_verified,confirmed,crossover; crossover; direct
reason-luke-cage-s1-2016-luke-cage-s2-2018-explicit-relation-work-relation-luke-cage-s1-2016-luke-cage-s2-2018-sequel,luke-cage-s1-2016,luke-cage-s2-2018,explicit_relation,,work-relation-luke-cage-s1-2016-luke-cage-s2-2018-sequel,,,,,,,work-relation-luke-cage-s1-2016-luke-cage-s2-2018-sequel,,legacy_seed,confirmed,sequel; story; direct
reason-luke-cage-s1-2016-the-defenders-2017-explicit-relation-work-relation-luke-cage-s1-2016-the-defenders-2017-crossover,luke-cage-s1-2016,the-defenders-2017,explicit_relation,,work-relation-luke-cage-s1-2016-the-defenders-2017-crossover,,,,,,,work-relation-luke-cage-s1-2016-the-defenders-2017-crossover,,legacy_seed,probable,crossover; crossover; direct
reason-ms-marvel-2022-the-marvels-2023-explicit-relation-work-relation-ms-marvel-2022-the-marvels-2023-story-link,ms-marvel-2022,the-marvels-2023,explicit_relation,,work-relation-ms-marvel-2022-the-marvels-2023-story-link,,,,,,,work-relation-ms-marvel-2022-the-marvels-2023-story-link,,legacy_seed,probable,story_link; story; strong
reason-ms-marvel-2022-the-marvels-2023-shared-entity-entity-x-b51df877f5,ms-marvel-2022,the-marvels-2023,shared_entity,entity-x-b51df877f5,,,,,,,,appearance-ms-marvel-2022-entity-x-b51df877f5|appearance-the-marvels-2023-entity-x-b51df877f5,unknown,legacy_seed,unknown,
reason-secret-invasion-2023-the-marvels-2023-explicit-relation-work-relation-secret-invasion-2023-the-marvels-2023-world-lore,secret-invasion-2023,the-marvels-2023,explicit_relation,,work-relation-secret-invasion-2023-the-marvels-2023-world-lore,,,,,,,work-relation-secret-invasion-2023-the-marvels-2023-world-lore,,legacy_seed,probable,world_lore; world_lore; indirect
