edge_id,source_work_id,target_work_id,reason_ids,reason_count
edge-the-wolverine-2013-x-men-days-of-future-past-2014,the-wolverine-2013,x-men-days-of-future-past-2014,reason-the-wolverine-2013-x-men-days-of-future-past-2014-explicit-relation-work-relation-the-wolverine-2013-x-men-days-of-future-past-2014-lead-in|reason-the-wolverine-2013-x-men-days-of-future-past-2014-shared-entity-entity-x-680db112c0,2
edge-thor-2011-avengers-age-of-ultron-2015,thor-2011,avengers-age-of-ultron-2015,reason-thor-2011-avengers-age-of-ultron-2015-shared-entity-entity-x-7250204b23,1
edge-thor-2011-avengers-doomsday-2026-12-18,thor-2011,avengers-doomsday-2026-12-18,reason-thor-2011-avengers-doomsday-2026-12-18-shared-entity-entity-x-7250204b23,1
edge-thor-2011-avengers-endgame-2019,thor-2011,avengers-endgame-2019,reason-thor-2011-avengers-endgame-2019-shared-entity-entity-x-7250204b23,1
edge-thor-2011-avengers-infinity-war-2018,thor-2011,avengers-infinity-war-2018,reason-thor-2011-avengers-infinity-war-2018-shared-entity-entity-x-55e230260e|reason-thor-2011-avengers-infinity-war-2018-shared-entity-entity-x-7250204b23,2
edge-thor-2011-loki-s1-2021,thor-2011,loki-s1-2021,reason-thor-2011-loki-s1-2021-shared-entity-entity-x-55e230260e,1
edge-thor-2011-loki-s2-2023,thor-2011,loki-s2-2023,reason-thor-2011-loki-s2-2023-shared-entity-entity-x-55e230260e,1
edge-thor-2011-the-avengers-2012,thor-2011,the-avengers-2012,reason-thor-2011-the-avengers-2012-explicit-relation-work-relation-thor-2011-the-avengers-2012-crossover|reason-thor-2011-the-avengers-2012-shared-entity-entity-x-55e230260e|reason-thor-2011-the-avengers-2012-shared-entity-entity-x-7250204b23,3
edge-thor-2011-thor-love-and-thunder-2022,thor-2011,thor-love-and-thunder-2022,reason-thor-2011-thor-love-and-thunder-2022-shared-entity-entity-x-7250204b23,1
edge-thor-2011-thor-ragnarok-2017,thor-2011,thor-ragnarok-2017,reason-thor-2011-thor-ragnarok-2017-shared-entity-entity-x-55e230260e|reason-thor-2011-thor-ragnarok-2017-shared-entity-entity-x-7250204b23,2
edge-thor-2011-thor-the-dark-world-2013,thor-2011,thor-the-dark-world-2013,reason-thor-2011-thor-the-dark-world-2013-explicit-relation-work-relation-thor-2011-thor-the-dark-world-2013-sequel|reason-thor-2011-thor-the-dark-world-2013-shared-entity-entity-x-55e230260e|reason-thor-2011-thor-the-dark-world-2013-shared-entity-entity-x-7250204b23,3
edge-thor-love-and-thunder-2022-avengers-doomsday-2026-12-18,thor-love-and-thunder-2022,avengers-doomsday-2026-12-18,reason-thor-love-and-thunder-2022-avengers-doomsday-2026-12-18-shared-entity-entity-x-7250204b23,1
edge-thor-ragnarok-2017-avengers-doomsday-2026-12-18,thor-ragnarok-2017,avengers-doomsday-2026-12-18,reason-thor-ragnarok-2017-avengers-doomsday-2026-12-18-shared-entity-entity-x-7250204b23,1
edge-thor-ragnarok-2017-avengers-endgame-2019,thor-ragnarok-2017,avengers-endgame-2019,reason-thor-ragnarok-2017-avengers-endgame-2019-shared-entity-entity-x-50a34df778|reason-thor-ragnarok-2017-avengers-endgame-2019-shared-entity-entity-x-7250204b23,2
edge-thor-ragnarok-2017-avengers-infinity-war-2018,thor-ragnarok-2017,avengers-infinity-war-2018,reason-thor-ragnarok-2017-avengers-infinity-war-2018-explicit-relation-work-relation-thor-ragnarok-2017-avengers-infinity-war-2018-crossover|reason-thor-ragnarok-2017-avengers-infinity-war-2018-shared-entity-entity-x-50a34df778|reason-thor-ragnarok-2017-avengers-infinity-war-2018-shared-entity-entity-x-55e230260e|reason-thor-ragnarok-2017-avengers-infinity-war-2018-shared-entity-entity-x-7250204b23,4
edge-thor-ragnarok-2017-loki-s1-2021,thor-ragnarok-2017,loki-s1-2021,reason-thor-ragnarok-2017-loki-s1-2021-shared-entity-entity-x-55e230260e,1
edge-thor-ragnarok-2017-loki-s2-2023,thor-ragnarok-2017,loki-s2-2023,reason-thor-ragnarok-2017-loki-s2-2023-shared-entity-entity-x-55e230260e,1
edge-thor-ragnarok-2017-she-hulk-attorney-at-law-2022,thor-ragnarok-2017,she-hulk-attorney-at-law-2022,reason-thor-ragnarok-2017-she-hulk-attorney-at-law-2022-shared-entity-entity-x-50a34df778,1
edge-thor-ragnarok-2017-thor-love-and-thunder-2022,thor-ragnarok-2017,thor-love-and-thunder-2022,reason-thor-ragnarok-2017-thor-love-and-thunder-2022-explicit-relation-work-relation-thor-ragnarok-2017-thor-love-and-thunder-2022-sequel|reason-thor-ragnarok-2017-thor-love-and-thunder-2022-shared-entity-entity-x-7250204b23,2
edge-thor-the-dark-world-2013-agents-of-s-h-i-e-l-d-20132020,thor-the-dark-world-2013,agents-of-s-h-i-e-l-d-20132020,reason-thor-the-dark-world-2013-agents-of-s-h-i-e-l-d-20132020-explicit-relation-work-relation-thor-the-dark-world-2013-agents-of-s-h-i-e-l-d-20132020-story-link,1
edge-thor-the-dark-world-2013-avengers-age-of-ultron-2015,thor-the-dark-world-2013,avengers-age-of-ultron-2015,reason-thor-the-dark-world-2013-avengers-age-of-ultron-2015-explicit-relation-work-relation-thor-the-dark-world-2013-avengers-age-of-ultron-2015-crossover|reason-thor-the-dark-world-2013-avengers-age-of-ultron-2015-shared-entity-entity-x-7250204b23,2
edge-thor-the-dark-world-2013-avengers-doomsday-2026-12-18,thor-the-dark-world-2013,avengers-doomsday-2026-12-18,reason-thor-the-dark-world-2013-avengers-doomsday-2026-12-18-shared-entity-entity-x-7250204b23,1
edge-thor-the-dark-world-2013-avengers-endgame-2019,thor-the-dark-world-2013,avengers-endgame-2019,reason-thor-the-dark-world-2013-avengers-endgame-2019-shared-entity-entity-x-7250204b23,1
edge-thor-the-dark-world-2013-avengers-infinity-war-2018,thor-the-dark-world-2013,avengers-infinity-war-2018,reason-thor-the-dark-world-2013-avengers-infinity-war-2018-shared-entity-entity-x-55e230260e|reason-thor-the-dark-world-2013-avengers-infinity-war-2018-shared-entity-entity-x-7250204b23,2
edge-thor-the-dark-world-2013-guardians-of-the-galaxy-2014,thor-the-dark-world-2013,guardians-of-the-galaxy-2014,reason-thor-the-dark-world-2013-guardians-of-the-galaxy-2014-explicit-relation-work-relation-thor-the-dark-world-2013-guardians-of-the-galaxy-2014-story-link,1
edge-thor-the-dark-world-2013-loki-s1-2021,thor-the-dark-world-2013,loki-s1-2021,reason-thor-the-dark-world-2013-loki-s1-2021-shared-entity-entity-x-55e230260e,1
edge-thor-the-dark-world-2013-loki-s2-2023,thor-the-dark-world-2013,loki-s2-2023,reason-thor-the-dark-world-2013-loki-s2-2023-shared-entity-entity-x-55e230260e,1
edge-thor-the-dark-world-2013-thor-love-and-thunder-2022,thor-the-dark-world-2013,thor-love-and-thunder-2022,reason-thor-the-dark-world-2013-thor-love-and-thunder-2022-shared-entity-entity-x-7250204b23,1
edge-thor-the-dark-world-2013-thor-ragnarok-2017,thor-the-dark-world-2013,thor-ragnarok-2017,reason-thor-the-dark-world-2013-thor-ragnarok-2017-explicit-relation-work-relation-thor-the-dark-world-2013-thor-ragnarok-2017-sequel|reason-thor-the-dark-world-2013-thor-ragnarok-2017-shared-entity-entity-x-55e230260e|reason-thor-the-dark-world-2013-thor-ragnarok-2017-shared-entity-entity-x-7250204b23,3
edge-thunderbolts-new-avengers-2025-avengers-doomsday-2026-12-18,thunderbolts-new-avengers-2025,avengers-doomsday-2026-12-18,reason-thunderbolts-new-avengers-2025-avengers-doomsday-2026-12-18-explicit-relation-work-relation-thunderbolts-new-avengers-2025-avengers-doomsday-2026-12-18-lead-in,1
edge-thunderbolts-new-avengers-2025-the-fantastic-four-first-steps-2025,thunderbolts-new-avengers-2025,the-fantastic-four-first-steps-2025,reason-thunderbolts-new-avengers-2025-the-fantastic-four-first-steps-2025-explicit-relation-work-relation-thunderbolts-new-avengers-2025-the-fantastic-four-first-steps-2025-crossover|reason-thunderbolts-new-avengers-2025-the-fantastic-four-first-steps-2025-multiverse-transition-event-thunderbolts-f4-excelsior-arrival-event-occurrence-thunderbolts-f4-excelsior-arrival,2
edge-venom-2018-venom-let-there-be-carnage-2021,venom-2018,venom-let-there-be-carnage-2021,reason-venom-2018-venom-let-there-be-carnage-2021-explicit-relation-work-relation-venom-2018-venom-let-there-be-carnage-2021-sequel,1
edge-venom-let-there-be-carnage-2021-spider-man-no-way-home-2021,venom-let-there-be-carnage-2021,spider-man-no-way-home-2021,reason-venom-let-there-be-carnage-2021-spider-man-no-way-home-2021-multiverse-transition-event-ltbc-eddie-brock-earth616-arrival-event-occurrence-ltbc-eddie-brock-earth616-arrival|reason-venom-let-there-be-carnage-2021-spider-man-no-way-home-2021-multiverse-transition-event-nwh-eddie-brock-ssu-return-event-occurrence-nwh-eddie-brock-ssu-return|reason-venom-let-there-be-carnage-2021-spider-man-no-way-home-2021-shared-entity-entity-eddie-brock-sony,3
edge-venom-let-there-be-carnage-2021-venom-the-last-dance-2024,venom-let-there-be-carnage-2021,venom-the-last-dance-2024,reason-venom-let-there-be-carnage-2021-venom-the-last-dance-2024-explicit-relation-work-relation-venom-let-there-be-carnage-2021-venom-the-last-dance-2024-story-link,1
edge-wandavision-2021-agatha-all-along-2024,wandavision-2021,agatha-all-along-2024,reason-wandavision-2021-agatha-all-along-2024-explicit-relation-work-relation-wandavision-2021-agatha-all-along-2024-spinoff|reason-wandavision-2021-agatha-all-along-2024-shared-entity-entity-x-de5650abae,2
edge-wandavision-2021-doctor-strange-in-the-multiverse-of-madness-2022,wandavision-2021,doctor-strange-in-the-multiverse-of-madness-2022,reason-wandavision-2021-doctor-strange-in-the-multiverse-of-madness-2022-explicit-relation-work-relation-wandavision-2021-doctor-strange-in-the-multiverse-of-madness-2022-story-link|reason-wandavision-2021-doctor-strange-in-the-multiverse-of-madness-2022-shared-entity-entity-x-42251c0735,2
edge-wandavision-2021-the-marvels-2023,wandavision-2021,the-marvels-2023,reason-wandavision-2021-the-marvels-2023-shared-entity-entity-x-06c4fa169e,1
edge-wandavision-2021-visionquest-2026-10-14,wandavision-2021,visionquest-2026-10-14,reason-wandavision-2021-visionquest-2026-10-14-explicit-relation-work-relation-wandavision-2021-visionquest-2026-10-14-sequel|reason-wandavision-2021-visionquest-2026-10-14-shared-entity-entity-x-5d8d873f91,2
edge-what-if-s1-2021-marvel-zombies-s1-2025,what-if-s1-2021,marvel-zombies-s1-2025,reason-what-if-s1-2021-marvel-zombies-s1-2025-explicit-relation-work-relation-what-if-s1-2021-marvel-zombies-s1-2025-spinoff,1
edge-what-if-s1-2021-what-if-s2-2023,what-if-s1-2021,what-if-s2-2023,reason-what-if-s1-2021-what-if-s2-2023-explicit-relation-work-relation-what-if-s1-2021-what-if-s2-2023-sequel,1
edge-what-if-s2-2023-what-if-s3-2024,what-if-s2-2023,what-if-s3-2024,reason-what-if-s2-2023-what-if-s3-2024-explicit-relation-work-relation-what-if-s2-2023-what-if-s3-2024-sequel,1
edge-x-men-2000-logan-2017,x-men-2000,logan-2017,reason-x-men-2000-logan-2017-shared-entity-entity-x-680db112c0,1
edge-x-men-2000-the-wolverine-2013,x-men-2000,the-wolverine-2013,reason-x-men-2000-the-wolverine-2013-shared-entity-entity-x-680db112c0,1
edge-x-men-2000-x-men-days-of-future-past-2014,x-men-2000,x-men-days-of-future-past-2014,reason-x-men-2000-x-men-days-of-future-past-2014-shared-entity-entity-x-680db112c0,1
edge-x-men-2000-x-men-origins-wolverine-2009,x-men-2000,x-men-origins-wolverine-2009,reason-x-men-2000-x-men-origins-wolverine-2009-shared-entity-entity-x-680db112c0,1
edge-x-men-2000-x-men-the-last-stand-2006,x-men-2000,x-men-the-last-stand-2006,reason-x-men-2000-x-men-the-last-stand-2006-shared-entity-entity-x-680db112c0,1
edge-x-men-2000-x2-x-men-united-2003,x-men-2000,x2-x-men-united-2003,reason-x-men-2000-x2-x-men-united-2003-explicit-relation-work-relation-x-men-2000-x2-x-men-united-2003-sequel|reason-x-men-2000-x2-x-men-united-2003-shared-entity-entity-x-680db112c0,2
edge-x-men-97-s1-2024-x-men-97-s2-2026-07-01,x-men-97-s1-2024,x-men-97-s2-2026-07-01,reason-x-men-97-s1-2024-x-men-97-s2-2026-07-01-explicit-relation-work-relation-x-men-97-s1-2024-x-men-97-s2-2026-07-01-sequel,1
edge-x-men-apocalypse-2016-dark-phoenix-2019,x-men-apocalypse-2016,dark-phoenix-2019,reason-x-men-apocalypse-2016-dark-phoenix-2019-explicit-relation-work-relation-x-men-apocalypse-2016-dark-phoenix-2019-sequel,1
edge-x-men-days-of-future-past-2014-logan-2017,x-men-days-of-future-past-2014,logan-2017,reason-x-men-days-of-future-past-2014-logan-2017-shared-entity-entity-x-680db112c0,1
edge-x-men-days-of-future-past-2014-x-men-apocalypse-2016,x-men-days-of-future-past-2014,x-men-apocalypse-2016,reason-x-men-days-of-future-past-2014-x-men-apocalypse-2016-explicit-relation-work-relation-x-men-days-of-future-past-2014-x-men-apocalypse-2016-sequel,1
edge-x-men-first-class-2011-x-men-days-of-future-past-2014,x-men-first-class-2011,x-men-days-of-future-past-2014,reason-x-men-first-class-2011-x-men-days-of-future-past-2014-explicit-relation-work-relation-x-men-first-class-2011-x-men-days-of-future-past-2014-crossover,1
edge-x-men-origins-wolverine-2009-logan-2017,x-men-origins-wolverine-2009,logan-2017,reason-x-men-origins-wolverine-2009-logan-2017-shared-entity-entity-x-680db112c0,1
edge-x-men-origins-wolverine-2009-the-wolverine-2013,x-men-origins-wolverine-2009,the-wolverine-2013,reason-x-men-origins-wolverine-2009-the-wolverine-2013-explicit-relation-work-relation-x-men-origins-wolverine-2009-the-wolverine-2013-sequel|reason-x-men-origins-wolverine-2009-the-wolverine-2013-shared-entity-entity-x-680db112c0,2
edge-x-men-origins-wolverine-2009-x-men-days-of-future-past-2014,x-men-origins-wolverine-2009,x-men-days-of-future-past-2014,reason-x-men-origins-wolverine-2009-x-men-days-of-future-past-2014-shared-entity-entity-x-680db112c0,1
edge-x-men-the-animated-series-19921997-x-men-97-s1-2024,x-men-the-animated-series-19921997,x-men-97-s1-2024,reason-x-men-the-animated-series-19921997-x-men-97-s1-2024-explicit-relation-work-relation-x-men-the-animated-series-19921997-x-men-97-s1-2024-sequel,1
edge-x-men-the-last-stand-2006-logan-2017,x-men-the-last-stand-2006,logan-2017,reason-x-men-the-last-stand-2006-logan-2017-shared-entity-entity-x-680db112c0,1
edge-x-men-the-last-stand-2006-the-wolverine-2013,x-men-the-last-stand-2006,the-wolverine-2013,reason-x-men-the-last-stand-2006-the-wolverine-2013-explicit-relation-work-relation-x-men-the-last-stand-2006-the-wolverine-2013-aftermath|reason-x-men-the-last-stand-2006-the-wolverine-2013-shared-entity-entity-x-680db112c0,2
edge-x-men-the-last-stand-2006-x-men-days-of-future-past-2014,x-men-the-last-stand-2006,x-men-days-of-future-past-2014,reason-x-men-the-last-stand-2006-x-men-days-of-future-past-2014-explicit-relation-work-relation-x-men-the-last-stand-2006-x-men-days-of-future-past-2014-story-link|reason-x-men-the-last-stand-2006-x-men-days-of-future-past-2014-shared-entity-entity-x-680db112c0,2
edge-x-men-the-last-stand-2006-x-men-origins-wolverine-2009,x-men-the-last-stand-2006,x-men-origins-wolverine-2009,reason-x-men-the-last-stand-2006-x-men-origins-wolverine-2009-shared-entity-entity-x-680db112c0,1
edge-x2-x-men-united-2003-logan-2017,x2-x-men-united-2003,logan-2017,reason-x2-x-men-united-2003-logan-2017-shared-entity-entity-x-680db112c0,1
edge-x2-x-men-united-2003-the-wolverine-2013,x2-x-men-united-2003,the-wolverine-2013,reason-x2-x-men-united-2003-the-wolverine-2013-shared-entity-entity-x-680db112c0,1
edge-x2-x-men-united-2003-x-men-days-of-future-past-2014,x2-x-men-united-2003,x-men-days-of-future-past-2014,reason-x2-x-men-united-2003-x-men-days-of-future-past-2014-shared-entity-entity-x-680db112c0,1
edge-x2-x-men-united-2003-x-men-origins-wolverine-2009,x2-x-men-united-2003,x-men-origins-wolverine-2009,reason-x2-x-men-united-2003-x-men-origins-wolverine-2009-shared-entity-entity-x-680db112c0,1
edge-x2-x-men-united-2003-x-men-the-last-stand-2006,x2-x-men-united-2003,x-men-the-last-stand-2006,reason-x2-x-men-united-2003-x-men-the-last-stand-2006-explicit-relation-work-relation-x2-x-men-united-2003-x-men-the-last-stand-2006-sequel|reason-x2-x-men-united-2003-x-men-the-last-stand-2006-shared-entity-entity-x-680db112c0,2
edge-your-friendly-neighborhood-spider-man-s1-2025-your-friendly-neighborhood-spider-man-s2-2026,your-friendly-neighborhood-spider-man-s1-2025,your-friendly-neighborhood-spider-man-s2-2026,reason-your-friendly-neighborhood-spider-man-s1-2025-your-friendly-neighborhood-spider-man-s2-2026-explicit-relation-work-relation-your-friendly-neighborhood-spider-man-s1-2025-your-friendly-neighborhood-spider-man-s2-2026-sequel,1
